Substrate,ECNumber,Organism_ID_sabio,kcat
Imipenem,3.5.2.6,545,0.071
Imipenem,3.5.2.6,550,1040.0
Imipenem,3.5.2.6,562,0.003
Imipenem,3.5.2.6,573,323.3
Imipenem,3.5.2.6,615,123.3333
Imipenem,3.5.2.6,644,1200.0
Imipenem,3.5.2.6,817,200.0
Imipenem,3.5.2.6,1396,117.0
Imipenem,3.5.2.6,38313,0.1
Imipenem,3.5.2.6,40324,370.0
Imipenem,3.5.2.6,83331,0.1666667
Imipenem,3.5.2.6,83332,0.1666667
Imipenem,3.5.2.6,180434,0.07
Imipenem,3.5.2.6,196023,168.0
Indan-1-ol,1.1.1.112,9606,0.2083333
Indanone,1.1.1.213,9606,0.003666667
Indanone,1.1.1.50,9606,0.01833333
Indole,1.14.14.1,9606,0.02833333
Indole,4.2.1.20,83333,9.54
Indole,4.2.1.122,243274,0.416
Indole,4.2.1.20,243274,10.0
Indole-3-acetaldehyde,1.1.1.21,9606,0.48
Indole-3-acetaldehyde,1.2.1.3,9606,9.333333
Indole-3-ethanol,1.1.1.1,9606,1.833333
Indole-3-ethanol,1.1.1.21,9823,15.0
Indolelactate,1.1.99.31,303,1.0
Indolepyruvate,4.1.1.74,550,3.9
Indolepyruvate,2.6.1.7,9606,1.485
Inosine,2.4.2.1,9606,56.0
Inosine,2.4.2.1,36329,2.63
"Inositol 2,4,5-trisphosphate",3.1.3.36,284812,41.2
"Inositol 4,5-bisphosphate",3.1.3.36,284812,10.5
Iodonitrotetrazolium,1.4.1.13,192,0.22
Iodonitrotetrazolium,1.18.1.2,4577,140.0
Iodonitrotetrazolium,1.18.1.2,36329,180.0
Isatin,1.1.1.10,6239,246.6667
Isatin,1.1.1.184,6239,15.0
Isatin,1.1.1.10,9606,1.1
Isatin,1.1.1.2,9606,2.766667
Isatin,1.1.1.n11,9606,3.616667
Isatin,1.1.1.10,10036,17.0
Isatin,1.1.1.10,10090,20.0
Isatin,1.1.1.n11,10090,0.9
Isatin,1.1.1.10,10116,17.0
Isatin,1.1.1.51,10116,1.75
Isatin,1.1.1.62,10116,0.1833333
Isatin,1.1.1.10,10141,13.0
Isobutyrophenone,1.14.13.84,294,2.5
Isochorismate,2.2.1.9,83333,0.1666667
Isochorismate,3.3.2.1,83333,10.0
Isochorismate,4.2.99.20,83333,0.1666667
Isochorismate,5.4.4.2,83333,1.8
Isochorismate,2.2.1.9,224308,0.3166667
Isocitrate,1.1.1.42,274,68.0
Isocitrate,1.1.1.42,930,45.1
Isocitrate,1.1.1.41,940,37.6
Isocitrate,1.1.1.42,1916,27.6
Isocitrate,1.1.1.41,9606,30.0
Isocitrate,1.1.1.42,9606,85.0
Isocitrate,1.1.1.42,9823,30.7
Isocitrate,1.1.1.42,36329,138.0
Isocitrate,1.1.1.42,83332,33.0
Isocitrate,1.1.1.41,83333,3.22
Isocitrate,1.1.1.42,83333,467.0
Isocitrate,1.1.1.41,206672,11.7
Isocitrate,1.1.1.42,206672,48.19
Isocitrate,1.1.1.42,224325,254.6
Isocitrate,1.1.1.87,262724,171.0
Isocitrate,1.1.1.42,284591,26.6
Isocitrate,1.1.1.42,559292,26.3
Isocitrate,1.1.1.41,648757,31.5
Isocitrate,1.1.1.42,648757,40.88333
Isoeugenol,2.1.1.146,36903,0.08
Isoeugenol,2.1.1.146,39350,0.0013
Isoliquiritigenin,5.5.1.6,3879,73.06667
Isomaltoheptaose,3.2.1.70,210007,449.0
Isomaltohexaose,3.2.1.70,210007,401.0
Isomaltopentaose,3.2.1.70,210007,419.0
Isomaltose,3.2.1.20,7460,0.667
Isomaltose,3.2.1.20,162425,20.0
Isomaltose,3.2.1.70,210007,483.0
Isomaltose,3.2.1.3,226186,105.0
Isomaltose,3.2.1.20,262724,257.0
Isomaltotetraose,3.2.1.70,210007,499.0
Isomaltotriose,3.2.1.70,210007,541.0
Isopentenyl diphosphate,5.3.3.2,1280,1.3
Isopentenyl diphosphate,2.5.1.29,9606,0.204
Isopentenyl diphosphate,2.5.1.87,9606,0.58
Isopentenyl diphosphate,2.5.1.31,83333,2.5
Isopentenyl diphosphate,2.5.1.90,83333,2.0
Isopentenyl diphosphate,5.3.3.2,93372,0.7
Isopentenyl diphosphate,4.2.3.37,100226,0.049
Isopentenyl diphosphate,2.5.1.10,235357,6.616667
Isopentenyl diphosphate,5.3.3.2,523848,0.075
Isopentenyl diphosphate,2.5.1.10,559292,0.013
Isopentenyl diphosphate,2.5.1.29,559292,0.025
Isopentenyladenine riboside monophosphate,1.5.99.12,4577,0.5
Isophthaldehyde,4.1.2.47,316758,21.4
Isoprimeverose,3.2.1.177,273057,31.0
Isoprimeverose,3.2.1.177,411476,1.78
Isorhamnetin,2.8.2.25,4228,0.7
Isovanillyl alcohol,1.1.3.7,5323,127.0
Kaempferol,2.4.1.234,4102,61.2
Kaempferol,2.8.2.25,4228,0.21
Kaempferol 3-O-beta-D-galactoside,2.4.1.234,4102,59.9
Kanamycin,2.7.1.95,1351,1.63
Kanamycin A,2.7.1.95,1351,1.79
Kanamycin B,2.7.1.95,1351,3.51
Keratan sulfate,2.8.2.21,9606,0.01833333
Kojibiose,3.2.1.20,7460,11.1
Kojibiose,2.4.1.230,83333,1.1
Kojibiose,3.2.1.20,162425,11.0
Kojibiose,3.2.1.3,226186,141.0
L-1-Methyltryptophan,1.13.11.52,9606,0.064
"L-2-Amino-1,4-butanediol",2.7.1.39,83333,2.0
L-2-Aminoadipate,2.6.1.39,9606,2.99
L-2-Aminoadipate,2.6.1.39,262724,6.7
L-2-Aminoadipate,6.3.2.43,300852,5.2
L-2-Aminoadipate,1.2.1.31,559292,11.16667
L-2-Aminoadipate,1.2.1.95,559292,41.66667
L-Adrenaline,1.14.18.1,9913,0.0299
L-Adrenaline,2.1.1.6,10116,0.1
L-Alanine,2.6.1.54,158,0.00045
L-Alanine,5.1.1.1,158,1.05
L-Alanine,2.3.1.47,1421,0.5
L-Alanine,5.1.1.1,1422,0.00023
L-Alanine,2.6.1.2,2261,186.0
L-Alanine,2.6.1.2,3702,2.15
L-Alanine,2.6.1.45,3702,2.86
L-Alanine,2.6.1.12,5693,21.2
L-Alanine,2.6.1.2,5693,23.5
L-Alanine,1.4.3.2,8613,292.98
L-Alanine,1.4.3.2,8649,6.23
L-Alanine,1.4.3.2,8665,16.0
L-Alanine,1.4.3.2,8717,0.38
L-Alanine,2.6.1.7,9606,2.893333
L-Alanine,2.3.1.47,83331,7000.0
L-Alanine,2.3.1.47,83332,7000.0
L-Alanine,2.3.1.47,83333,0.06
L-Alanine,5.1.1.1,83333,53.98333
L-Alanine,6.3.2.8,83333,6.85
L-Alanine,5.1.1.1,163164,2.3
L-Alanine,1.4.1.1,224308,48.0
L-Alanine,5.1.1.1,243274,965.0
L-Alanine,2.6.1.30,266835,41.0
L-Alanine,5.1.1.1,335992,0.15
L-Alanine methyl ester,5.1.1.1,158,0.237
L-Alanyl-D-glutamate,5.1.1.20,224308,15.0
L-Arabinose,1.1.1.376,192,33.33333
L-Arabinose,5.3.1.4,1388,0.03315
L-Arabinose,5.3.1.4,1422,33.94
L-Arabinose,5.3.1.4,1590,11.21667
L-Arabinose,5.3.1.5,1669,1.305
L-Arabinose,1.1.1.179,9823,45.0
L-Arabinose,1.1.3.10,230624,0.81
L-Arabinose,5.3.1.4,272558,0.03103333
L-Arabinose,5.3.1.4,314315,34.08333
L-Arabinose,5.3.1.5,512565,0.1
L-Arabinose,1.1.1.179,1344414,5.1
L-Arabitol,1.1.1.2,9823,1.766667
L-Arabitol,1.1.1.14,9940,0.5
L-Arabitol,1.1.1.12,51453,0.8546
L-Arginine,3.5.3.6,2111,29.0
L-Arginine,4.1.1.19,4498,0.00275
L-Arginine,4.1.1.17,5661,2.3
L-Arginine,4.1.1.17,5702,1.0
L-Arginine,1.4.3.2,8613,228.75
L-Arginine,1.4.3.2,8649,25.71
L-Arginine,1.4.3.2,8665,39.4
L-Arginine,1.4.3.2,8717,1.32
L-Arginine,2.1.4.1,9606,0.34
L-Arginine,3.5.3.1,9606,231.0
L-Arginine,6.1.1.19,9606,8.9
L-Arginine,3.5.3.1,9913,1366.667
L-Arginine,6.1.1.19,10029,28.0
L-Arginine,4.1.1.17,10090,3.5
L-Arginine,3.5.3.1,10116,250.0
L-Arginine,3.5.3.1,33931,3000.0
L-Arginine,3.5.3.1,36329,96.0
L-Arginine,3.5.3.1,39946,490.0
L-Arginine,4.1.1.19,83558,6.9
L-Arginine,4.1.1.19,85962,0.92
L-Arginine,2.7.3.3,133901,6.74
L-Arginine,3.5.3.6,208964,6.3
L-Arginine,4.1.1.19,216895,20.0
L-Arginine,1.14.14.47,224308,0.001833333
L-Arginine,4.1.1.19,243232,2.7
L-Arginine,4.1.1.19,273057,2.6
L-Arginine phosphate,2.7.3.3,6850,180.0
L-Arogenate,1.3.1.78,3702,84.2
L-Arogenate,4.2.1.91,3702,6.1
L-Arogenate,2.6.1.1,4102,6.4
L-Asparagine,3.4.19.5,3702,3.25
L-Asparagine,3.5.1.1,3702,63.5
L-Asparagine,3.4.19.5,3873,0.32
L-Asparagine,1.4.3.2,8613,84.08
L-Asparagine,1.4.3.2,8649,1.79
L-Asparagine,1.4.3.2,8665,38.4
L-Asparagine,1.4.3.2,8717,1.32
L-Asparagine,3.4.19.5,83333,0.28
L-Asparagine,3.5.1.1,83333,24.0
L-Asparagine,1.14.11.39,100226,4.98
L-Aspartate,2.7.2.4,274,25.0
L-Aspartate,6.1.1.12,274,2.7
L-Aspartate,2.6.1.1,3702,217.0
L-Aspartate,2.7.2.4,3702,23.4
L-Aspartate,2.6.1.1,4102,34.6
L-Aspartate,6.3.4.4,4577,3.1
L-Aspartate,1.4.3.2,8613,47.49
L-Aspartate,1.4.3.1,9606,46.66667
L-Aspartate,4.1.1.11,9606,1.3
L-Aspartate,2.1.3.2,10036,156.3
L-Aspartate,6.1.1.12,69014,0.061
L-Aspartate,5.1.1.13,70601,316.6667
L-Aspartate,2.6.1.19,83333,0.016
L-Aspartate,2.7.2.4,83333,13.2
L-Aspartate,4.1.1.11,83333,0.57
L-Aspartate,4.3.1.1,83333,1.023333
L-Aspartate,6.1.1.12,83333,6.8
L-Aspartate,6.3.4.4,83333,1.92
L-Aspartate,1.4.1.21,243274,7.2
L-Aspartate,2.6.1.39,262724,0.046
L-Aspartate,6.1.1.12,300852,0.24
L-Aspartate,2.7.2.4,559292,469.3
L-Aspartate,6.1.1.12,559292,27.0
L-Aspartate 4-semialdehyde,1.1.1.3,3702,245.0
L-Aspartate 4-semialdehyde,1.2.1.11,71421,330.0
L-Aspartate 4-semialdehyde,1.2.1.11,83332,8.49
L-Aspartate 4-semialdehyde,1.2.1.11,83333,680.0
L-Aspartate 4-semialdehyde,2.7.1.39,83333,2.1
L-Aspartate 4-semialdehyde,4.3.3.7,83333,124.0
L-Aspartate 4-semialdehyde,4.3.3.7,83334,124.0
L-Aspartate 4-semialdehyde,4.3.3.7,199310,124.0
L-Aspartate 4-semialdehyde,1.2.1.11,208964,160.0
L-Aspartate 4-semialdehyde,1.2.1.11,243277,120.0
L-Aspartate 4-semialdehyde,1.1.1.3,559292,126.0
L-Aspartic acid beta-(7-amido-4-methylcoumarin),3.4.11.7,715877,23.1
L-Citrulline,2.1.3.3,226185,89.0
L-Cystathionine,4.4.1.3,1147,7.0
L-Cystathionine,4.4.1.1,9606,2.3
L-Cystathionine,4.4.1.13,163164,0.0011
L-Cystathionine,4.4.1.13,243274,9.2
L-Cystathionine,4.4.1.13,335992,1.0
L-Cystathionine,4.2.1.22,559292,1.03
L-Cysteine,4.4.1.3,1147,0.15
L-Cysteine,1.13.11.20,3702,31.0
L-Cysteine,1.14.14.43,3702,2.333333
L-Cysteine,1.14.14.45,3702,0.8833333
L-Cysteine,2.5.1.48,3702,30.0
L-Cysteine,6.3.2.2,3702,0.1133333
L-Cysteine,2.5.1.47,6239,69.0
L-Cysteine,1.4.3.2,8649,3.04
L-Cysteine,4.2.1.22,9606,4.39
L-Cysteine,4.4.1.1,9606,0.85
L-Cysteine,4.4.1.16,10090,0.0058
L-Cysteine,1.13.11.20,10116,0.62
L-Cysteine,2.5.1.48,83333,166.0
L-Cysteine,6.1.1.15,83333,0.022
L-Cysteine,6.1.1.16,83333,141.9
L-Cysteine,6.3.2.5,83333,0.8833333
L-Cysteine,6.1.1.16,83334,141.9
L-Cysteine,1.13.11.20,100226,0.33
L-Cysteine,6.1.1.15,187420,0.02
L-Cysteine,6.1.1.16,199310,141.9
L-Cysteine,1.13.11.20,224308,0.39
L-Cysteine,6.1.1.15,224324,0.09
L-Cysteine,6.1.1.15,224326,0.022
L-Cysteine,1.13.11.20,226900,2.0
L-Cysteine,6.1.1.15,243230,0.014
L-Cysteine,6.1.1.15,243232,0.19
L-Cysteine,6.3.1.13,246196,9.4
L-Cysteine,6.1.1.15,258594,0.025
L-Cysteine,6.1.1.15,269798,0.083
L-Cysteine,6.3.2.2,272843,25.3
L-Cysteine,6.1.1.15,279238,0.065
L-Cysteine,6.1.1.15,300852,0.042
L-Cysteine,1.14.99.51,367110,2.266667
L-Cysteine,6.1.1.15,499177,0.39
L-Cysteine,6.1.1.15,559292,0.003
L-Cysteinylglycine,3.4.11.1,3702,107.2667
L-Cysteinylglycine,3.4.13.18,9606,247.8
L-Cysteinylglycine,3.4.11.1,9913,100.0
L-Cysteinylglycine,3.4.11.23,83333,178.3333
L-Cystine,4.4.1.3,1147,36.0
L-Cystine,1.4.3.2,8665,11.9
L-Dihydroorotate,3.5.2.3,9606,5.83
L-Dihydroorotate,1.3.5.2,9913,50.4
L-Dihydroorotate,3.5.2.3,10036,3.016667
L-Dihydroorotate,1.3.5.2,83333,19.7
L-Dihydroorotate,3.5.2.3,83333,100.0
L-Dihydroorotate,3.5.2.3,224324,13.8
L-Dihydroorotate,1.3.1.14,226185,18.0
L-Dihydroorotate,1.3.5.2,226185,55.0
L-Dihydroorotate,1.3.98.1,226185,22.0
L-Dihydroorotate,1.3.5.2,226302,2.5
L-Dihydroorotate,1.3.98.1,226302,2.7
L-Dihydroorotate,1.3.5.2,237561,2.1
L-Dihydroorotate,1.3.1.14,272623,49.3
L-Dihydroorotate,1.3.5.2,284812,1.7
L-Dihydroorotate,1.3.1.14,474186,18.0
L-Dihydroorotate,1.3.98.1,474186,1.04
L-Dihydroorotate,1.3.98.1,559292,190.0
L-Djenkolic acid,4.4.1.3,1147,50.0
L-Dopa,4.1.1.25,1352,5.706667
L-Dopa,5.4.3.6,1908,0.0067
L-Dopa,1.14.18.1,5341,107.4
L-Dopa,4.1.1.28,9606,7.6
L-Dopa,4.1.1.28,9823,4.26
L-Dopa,1.14.18.1,9913,19.3
L-Dopa,4.1.1.28,10116,5.0
L-Dopa,1.14.18.1,61267,478.0
L-Dopa,1.10.3.1,119864,20.71
L-Dopa,1.10.3.2,181243,3.47
L-Dopa,4.1.1.25,226185,58.85
L-Dopa,1.10.3.2,358898,194.0
L-Dopa,4.1.1.25,1158653,55.53
L-Erythrulose,1.1.1.10,6239,3.32
L-Erythrulose,1.1.1.10,9606,0.6
L-Erythrulose,1.1.1.10,10036,25.0
L-Erythrulose,1.1.1.10,10116,25.0
L-Erythrulose,1.1.1.10,10141,24.0
L-Erythrulose,2.7.1.209,218491,2.76
L-Ethionine,1.4.1.20,2024,1.1
L-Fuconate,4.2.1.68,190485,15.0
L-Fucose,1.1.1.107,69367,125.0
L-Fuculose 1-phosphate,4.1.2.17,83333,19.3
L-Galactonate,4.2.1.68,190485,0.9
"L-Galactono-1,4-lactone",1.3.2.3,3702,151.0
L-Galactose 1-phosphate,2.7.7.69,3702,6.0
L-Glucose,1.1.1.370,1197861,65.83333
L-Glutamate,2.6.1.33,562,5.66
L-Glutamate,2.6.1.33,622,0.74
L-Glutamate,6.3.1.2,1164,42.0
L-Glutamate,5.1.1.3,1392,18.0
L-Glutamate,5.4.99.1,1494,5.8
L-Glutamate,1.4.1.2,1512,20.0
L-Glutamate,5.4.99.1,1553,5.8
L-Glutamate,5.1.1.3,1613,69.0
L-Glutamate,2.6.1.2,2261,216.0
L-Glutamate,5.1.1.3,2714,0.21
L-Glutamate,2.6.1.1,3702,574.0
L-Glutamate,2.6.1.2,3702,6.47
L-Glutamate,2.6.1.83,3702,0.3
L-Glutamate,6.3.1.2,3702,7.1
L-Glutamate,6.3.2.2,3702,0.1133333
L-Glutamate,2.6.1.1,4102,55.9
L-Glutamate,2.7.2.11,5661,13.5
L-Glutamate,1.4.3.2,8613,790.53
L-Glutamate,1.4.3.2,8665,0.9
L-Glutamate,1.4.1.3,9606,83.0
L-Glutamate,2.6.1.42,9606,139.0
L-Glutamate,2.6.1.7,9606,3.083333
L-Glutamate,2.6.1.5,10116,210.0
L-Glutamate,1.4.1.3,53953,399.6
L-Glutamate,1.4.1.3,69014,161.6667
L-Glutamate,1.4.1.3,70601,399.6
L-Glutamate,1.4.1.2,83333,2.2
L-Glutamate,1.4.1.4,83333,37.3
L-Glutamate,2.6.1.52,83333,1.75
L-Glutamate,5.1.1.3,83333,12.16667
L-Glutamate,6.1.1.17,83333,9.6
L-Glutamate,6.3.1.2,83333,50.0
L-Glutamate,6.3.2.12,83333,0.4166667
L-Glutamate,6.3.5.5,83333,0.36
L-Glutamate,5.1.1.3,85962,1.05
L-Glutamate,6.1.1.17,197221,0.1
L-Glutamate,1.4.1.2,224308,18.1
L-Glutamate,6.1.1.17,224308,0.05
L-Glutamate,6.1.1.24,224308,0.07
L-Glutamate,5.1.1.3,226185,25.0
L-Glutamate,1.4.1.2,246196,3.7
L-Glutamate,2.6.1.39,262724,16.0
L-Glutamate,6.3.2.2,272843,25.3
L-Glutamate,6.1.1.17,300852,2.1
L-Glutamate,5.1.1.3,301447,1.63
L-Glutamate,6.1.1.17,559292,4.4
L-Glutamic acid-gamma-ethyl ester,1.4.3.2,8665,43.3
L-Glutamine,4.1.3.27,303,3.4
L-Glutamine,2.6.1.85,3702,0.15
L-Glutamine,3.5.1.2,3702,0.045
L-Glutamine,1.4.3.2,8613,430.4
L-Glutamine,1.4.3.2,8649,4.91
L-Glutamine,1.4.3.2,8665,45.5
L-Glutamine,1.4.3.2,8717,0.38
L-Glutamine,2.6.1.39,9606,1.591667
L-Glutamine,3.5.1.2,9606,22.0
L-Glutamine,2.3.1.1,83332,3.333333
L-Glutamine,6.3.4.2,83332,22.9
L-Glutamine,2.6.1.16,83333,17.16667
L-Glutamine,2.6.1.85,83333,0.6
L-Glutamine,3.5.1.2,83333,101.0
L-Glutamine,4.1.3.27,83333,3.7
L-Glutamine,6.1.1.18,83333,2.616667
L-Glutamine,6.3.4.2,83333,6.1
L-Glutamine,6.3.5.5,83333,5.6
L-Glutamine,4.1.3.27,99287,3.7
L-Glutamine,2.6.1.85,160488,0.2
L-Glutamine,4.1.3.27,160488,3.4
L-Glutamine,2.7.3.13,192222,2.5
L-Glutamine,2.6.1.85,224308,0.005
L-Glutamine,3.5.1.2,224308,67.7
L-Glutamine,4.3.3.6,224308,0.000333333
L-Glutamine,6.3.5.12,269797,0.01718333
L-Glutamine,6.3.4.2,272623,6.4
L-Glyceraldehyde,1.3.1.20,9543,9.1
L-Glyceraldehyde,1.1.1.21,9606,1.366667
L-Glyceraldehyde,1.1.1.156,51453,18.0
L-Glyceraldehyde,1.1.1.72,51453,5.0
L-Glyceraldehyde,4.1.2.54,51453,3.6
"L-Gulono-1,4-lactone",1.3.2.3,3702,4.0
L-Histidine,4.1.1.22,1593,46.66667
L-Histidine,1.4.3.2,8613,483.13
L-Histidine,1.4.3.2,8649,9.74
L-Histidine,1.4.3.2,8665,108.2
L-Histidine,1.4.3.2,8717,0.82
L-Histidine,4.1.1.22,10116,0.077
L-Histidine,6.1.1.21,83333,142.0
L-Histidine,6.1.1.21,83334,130.0
L-Histidine,6.1.1.21,199310,130.0
L-Histidinol,1.1.1.23,99287,16.7
L-Histidinol phosphate,2.6.1.9,243274,0.04666667
L-Homocysteine,3.3.1.1,9606,9.8
L-Homocysteine,4.2.1.22,9606,21.0
L-Homocysteine,4.4.1.1,9606,4.9
L-Homocysteine,2.1.1.13,9823,5.0
L-Homocysteine,2.1.1.10,83333,0.38
L-Homocysteine,4.2.1.22,272557,0.7
L-Homocysteine,4.2.1.22,559292,17.0
L-Homoserine,2.3.1.46,62977,3.42
L-Homoserine,2.3.1.31,71421,5.0
L-Homoserine,1.1.1.3,83333,0.24
L-Homoserine,2.3.1.46,83333,24.0
L-Homoserine,2.7.1.39,83333,18.3
L-Homoserine,2.7.1.39,243232,28.0
L-Idarate,4.2.1.40,303,21.0
L-Idarate,4.2.1.40,83333,34.0
L-Iditol,1.1.1.14,9913,21.0
L-Iditol,1.1.1.12,51453,0.0723
L-Iditol,2.4.1.230,83333,1.3
L-Isoleucine,6.1.1.5,294,4.2627
L-Isoleucine,1.4.1.20,1421,0.14
L-Isoleucine,1.4.1.20,2024,0.24
L-Isoleucine,6.3.2.52,3702,0.0632
L-Isoleucine,1.14.14.38,3983,0.03833333
L-Isoleucine,1.4.3.2,8613,66.7
L-Isoleucine,1.4.3.2,8649,3.58
L-Isoleucine,1.4.3.2,8665,13.5
L-Isoleucine,1.4.3.2,8717,1.16
L-Isoleucine,2.6.1.42,9606,230.0
L-Kynurenine,1.14.13.9,294,4.9
L-Kynurenine,3.7.1.3,294,16.0
L-Kynurenine,2.6.1.7,7159,2.866667
L-Kynurenine,1.14.13.9,9606,0.24
L-Kynurenine,2.6.1.7,9606,9.755
L-Kynurenine,1.14.13.9,269798,2.15
L-Lactaldehyde,1.1.1.21,9606,1.6
L-Lactate,1.1.1.27,5833,250.0
L-Lactate,1.1.1.27,5836,850.0
L-Lactate,1.1.1.27,5855,333.3333
L-Lactate,1.1.1.27,5858,233.3333
L-Lactate,1.1.1.27,9606,81.66667
L-Lactate,1.1.3.15,9606,0.46
L-Lactate,1.1.1.27,36329,250.0
L-Lactate,1.1.1.27,36330,153.3333
L-Lactate,1.1.2.3,559292,270.0
L-Leucine,1.4.1.20,1421,0.7
L-Leucine,1.4.1.20,2024,3.6
L-Leucine,1.4.3.2,8613,1025.05
L-Leucine,1.4.3.2,8649,23.38
L-Leucine,1.4.3.2,8657,47.98
L-Leucine,1.4.3.2,8665,96.1
L-Leucine,1.4.3.2,8717,3.3
L-Leucine,2.6.1.42,9606,194.0
L-Leucine,2.6.1.7,9606,4.75
L-Leucine,6.1.1.4,9606,0.82
L-Leucine,1.4.3.2,31156,75.16
L-Leucine,1.4.3.2,44725,1.32
L-Leucine,6.1.1.4,83333,5.1
L-Leucine,1.4.3.2,184542,1.8
L-Leucine,2.6.1.39,262724,5.1
L-Leucine methyl ester,1.4.3.2,8665,51.5
L-Leucyl-L-leucyl-L-leucine,3.4.11.4,1359,264.0
L-Leucylglycine,3.4.11.1,4081,240.65
L-Leucylglycine,3.4.11.1,9823,38.33333
L-Leucylglycine,3.4.11.1,9913,400.0
L-Leucylglycine,3.4.11.23,83333,110.5
L-Lysine,4.1.1.18,971,10.6
L-Lysine,2.6.1.36,3702,5.33
L-Lysine,4.1.1.50,3702,1.633333
L-Lysine,4.1.1.17,5661,0.31
L-Lysine,4.1.1.17,5702,2.2
L-Lysine,1.4.3.2,8613,318.91
L-Lysine,1.4.3.2,8649,6.39
L-Lysine,1.4.3.2,8665,83.2
L-Lysine,1.4.3.2,8717,1.65
L-Lysine,6.1.1.6,9606,0.31
L-Lysine,6.1.1.6,10029,6.3
L-Lysine,4.1.1.17,10090,1.8
L-Lysine,4.1.1.17,35889,0.236
L-Lysine,4.1.1.18,184922,0.93
L-Lysine,4.1.1.18,192952,0.24
L-Lysine,4.1.1.18,208964,0.21
L-Lysine,4.1.1.18,216895,24.0
L-Lysine,4.1.1.18,224324,0.05
L-Lysine,4.1.1.18,228410,0.22
L-Lysine,4.1.1.18,243274,1.5
L-Lysine,5.1.1.5,243274,693.0
L-Lysine,4.1.1.18,283166,0.3
L-Lysine,6.3.2.7,301447,9.0
L-Lysine,1.5.1.7,559292,20.0
L-Lysyl-p-nitroanilide,3.3.2.6,9606,0.04
L-Lysyl-p-nitroanilide,3.4.11.15,186497,1840.0
L-Lysyl-p-nitroanilide,3.4.11.10,224308,10.0
L-Malate,2.8.3.18,435,0.8
L-Malate,1.1.1.82,3562,6.7
L-Malate,1.1.1.40,3702,67.5
L-Malate,1.1.1.37,4565,78.81667
L-Malate,1.1.1.40,4577,201.3
L-Malate,1.1.1.82,4577,2.9
L-Malate,1.1.1.37,5833,250.0
L-Malate,1.1.1.40,8839,169.0
L-Malate,1.1.1.40,8932,369.0
L-Malate,1.1.1.38,9606,207.9
L-Malate,1.1.1.39,9606,206.4
L-Malate,4.2.1.2,9606,370.0
L-Malate,1.1.1.37,9823,583.3333
L-Malate,1.1.1.39,29829,11.4
L-Malate,1.1.1.37,68825,3500.0
L-Malate,1.1.1.38,83333,82.7
L-Malate,1.1.1.40,83333,66.6
L-Malate,1.1.1.42,83333,0.0082
L-Malate,4.2.1.2,83333,3100.0
L-Malate,4.2.1.2,83334,129.0
L-Malate,1.1.1.37,196627,140.0
L-Malate,4.2.1.2,196627,460.0
L-Malate,4.2.1.2,199310,129.0
L-Malyl-CoA,3.1.2.30,272943,110.0
L-Malyl-CoA,4.1.3.24,272943,2.5
L-Mannitol,1.1.1.14,9940,0.35
L-Mannitol,1.1.1.12,51453,0.1095
L-Methionine,1.4.1.20,1421,1.2
L-Methionine,1.4.1.20,2024,0.84
L-Methionine,1.4.3.2,8613,589.33
L-Methionine,1.4.3.2,8649,24.39
L-Methionine,1.4.3.2,8657,66.26
L-Methionine,1.4.3.2,8665,65.6
L-Methionine,1.4.3.2,8717,1.65
L-Methionine,2.6.1.39,9606,3.44
L-Methionine,1.13.12.3,29438,5.6
L-Methionine,1.4.3.2,31156,74.2
L-Methionine,2.5.1.6,83333,1.5
L-Methionine (R)-S-oxide,1.8.4.12,3702,1.37
L-Methionine (R)-S-oxide,1.8.4.14,83333,6.9
L-Methionine S-oxide,1.8.4.13,83333,0.05333333
L-Noradrenaline,1.11.1.7,3704,172.0
L-Noradrenaline,1.14.18.1,9913,0.00187
L-Norleucine,1.4.1.20,1421,3.2
L-Norleucine,1.4.1.20,2024,1.9
L-Norleucine,1.4.3.2,8649,21.04
L-Norleucine,1.4.3.2,8665,47.6
L-Norleucine,1.4.3.2,8717,1.21
L-Norvaline,1.4.1.20,1421,1.4
L-Norvaline,1.4.1.20,2024,0.59
L-Norvaline,1.4.3.2,8649,14.1
L-Norvaline,1.4.3.2,8665,59.5
L-Norvaline,1.4.3.2,8717,3.74
L-Ornithine,4.1.1.17,971,4.83
L-Ornithine,4.1.1.17,5661,7.7
L-Ornithine,4.1.1.17,5702,7.4
L-Ornithine,1.4.3.2,8649,4.91
L-Ornithine,1.4.3.2,8665,50.7
L-Ornithine,1.4.3.2,8717,2.2
L-Ornithine,2.1.3.3,9913,180.0
L-Ornithine,4.1.1.17,10090,7.8
L-Ornithine,4.1.1.17,35889,77.78
L-Ornithine,2.1.3.3,83333,0.03888889
L-Ornithine,2.6.1.11,99287,0.82
L-Ornithine,2.1.3.3,111292,750.0
L-Ornithine,4.1.1.17,184922,8.6
L-Ornithine,4.1.1.17,192952,6.4
L-Ornithine,4.1.1.17,208964,12.0
L-Ornithine,4.1.1.17,216895,29.0
L-Ornithine,4.1.1.17,224324,1.2
L-Ornithine,2.1.3.3,226185,2290.0
L-Ornithine,4.1.1.17,228410,3.5
L-Ornithine,4.1.1.17,243274,3.2
L-Ornithine,5.1.1.12,243274,537.0
L-Ornithine,4.1.1.17,283166,7.9
L-Ornithine,1.5.1.24,441771,13.4
L-Phenylalanine,1.4.1.20,1421,68.0
L-Phenylalanine,4.1.1.28,1452,7.4
