Substrate,ECNumber,Organism_ID_sabio,kcat
D-Xylose,1.1.1.72,51453,16.0
D-Xylose,1.1.3.4,63559,72.0
D-Xylose,1.1.3.10,230624,30.0
D-Xylose,5.3.1.5,272623,5.1
D-Xylose,5.3.1.5,300852,46.6
D-Xylose,1.1.1.179,1344414,21.8
D-Xylose,1.1.1.21,2315449,18.9
D-Xylose,1.1.3.10,2822231,31.7
D-Xylulose,5.3.1.5,1398,11.0
D-Xylulose,5.3.1.5,1580,9.6
D-Xylulose,5.3.1.5,1935,8.5
D-Xylulose,2.4.1.13,4113,4.0
D-Xylulose,1.1.1.10,6239,1.22
D-Xylulose,1.1.1.10,9606,0.1
D-Xylulose,2.7.1.17,9606,35.0
D-Xylulose,2.7.1.3,9606,11.1
D-Xylulose,1.1.1.10,10036,6.9
D-Xylulose,1.1.1.10,10090,7.4
D-Xylulose,1.1.1.10,10116,18.0
D-Xylulose,1.1.1.10,10141,19.0
D-Xylulose,1.1.1.9,78167,1800.0
D-Xylulose,5.3.1.5,272623,7.2
D-Xylulose 5-phosphate,2.2.1.1,3562,0.0186
D-Xylulose 5-phosphate,2.2.1.1,559292,46.3
D-threo-3-Hydroxyaspartate,4.3.1.27,518882,10.93
DIBOA,2.4.1.202,4577,12.5
DL-beta-Phenylserine,2.1.2.1,126793,0.12
Dabsyl-L-methionine (R)-sulfoxide,1.8.4.12,3702,0.07
Daphnoretin,1.5.99.12,4577,4.2
Daunorubicin,1.1.1.184,9606,91.0
Deacetylcephalosporin C,3.5.2.6,562,11.0
Deacetylcephalosporin C,3.5.2.6,83333,364.0
Deamino-NADH,1.1.1.37,274,297.5
Decanal,1.2.1.3,9606,11.66667
Decanal,1.2.1.5,10090,0.4
Decanoyl-CoA,1.3.8.7,9606,13.6
Decanoyl-CoA,3.1.2.20,9606,0.016
Decanoyl-CoA,1.3.8.7,9823,8.6
Decanoyl-CoA,1.3.8.7,10116,25.2
Decanoyl-CoA,1.3.8.8,10116,4.5
Decarboxycystine,4.4.1.3,1147,14.0
Decylubiquinone,1.3.5.2,226302,2.5
Decylubiquinone,1.3.5.2,237561,2.1
Decylubiquinone,1.3.5.2,284812,1.7
Dehydroascorbate,1.8.5.1,3562,490.0
Delphinidin,1.3.1.77,3702,0.05833333
Delphinidin,1.3.1.77,3880,1.338333
Deltamethrin,1.14.14.1,9606,1.026667
Deltamethrin,1.14.14.1,10116,3.43
Deltamethrin,3.1.1.88,595605,0.79
Deoxyadenosine,2.7.1.76,1280,1.82
Deoxyadenosine,2.7.1.145,7227,20.6
Deoxyadenosine,2.7.1.76,44101,1.64
Deoxyadenosine,2.7.1.113,44689,0.0047
Deoxyadenosine,2.7.1.76,44689,3.7
Deoxyguanosine,2.7.1.113,1280,0.57
Deoxyguanosine,2.7.1.145,7227,18.0
Deoxyguanosine,2.7.1.113,44101,0.61
Deoxyguanosine,2.7.1.113,44689,3.0
Deoxyguanosine,2.7.1.113,224308,2.25
Dephospho-CoA,2.7.7.3,3702,3.4
Dephospho-CoA,2.7.1.24,9606,14.2
Dephospho-CoA,2.7.7.3,9606,26.5
Dermatan sulfate,4.2.2.21,818,38.45
Dermatan sulfate,4.2.2.19,485917,410.0
Desipramine,2.1.1.49,9986,0.2333333
Dethiobiotin,2.8.1.6,83333,0.000277778
Dextromethorphan,1.14.14.25,9606,0.00045
Dhurrin,3.2.1.21,4558,77.7
Dhurrin,3.2.1.21,39947,0.06
Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A),2.3.1.241,83333,131.0
Dibromothymoquinone,1.18.1.2,3562,25.0
Diclofenac,1.14.14.25,9606,0.00095
Dihydro-5-azaorotic acid,1.3.98.1,559292,39.0
Dihydrofolate,1.5.1.3,562,1.5
Dihydrofolate,1.5.1.3,1352,3.3
Dihydrofolate,1.5.1.3,1582,10.0
Dihydrofolate,1.5.1.3,4754,284.0
Dihydrofolate,1.5.1.3,5664,29.0
Dihydrofolate,1.5.1.3,5693,72.0
Dihydrofolate,1.5.1.3,5702,5.0
Dihydrofolate,1.5.1.3,5839,1.24
Dihydrofolate,1.5.1.3,9031,2.6
Dihydrofolate,1.5.1.3,9606,71.3
Dihydrofolate,1.5.1.3,9913,8.9
Dihydrofolate,1.5.1.3,10090,66.4
Dihydrofolate,1.5.1.3,42068,53.0
Dihydrofolate,1.5.1.3,83333,29.0
Dihydrogen carbonate,4.2.1.1,3562,52000.0
Dihydrolipoamide,1.8.1.4,3888,190.0
Dihydrolipoamide,1.8.1.4,9606,382.0
Dihydrolipoamide,1.8.1.4,83333,176.4
Dihydropteroate,6.3.2.12,83333,0.4166667
Dihydroxyacetone,2.7.1.29,546,17.5
Dihydroxyacetone,1.3.1.20,9543,5.5
Dihydroxyacetone,1.1.1.10,9606,0.23
Dihydroxyacetone,1.1.1.2,9606,1.5
Dihydroxyacetone,1.1.1.21,9606,0.9
Dihydroxyacetone,1.1.1.10,10036,8.7
Dihydroxyacetone,1.1.1.10,10090,3.3
Dihydroxyacetone,1.1.1.10,10116,5.1
Dihydroxyacetone,1.1.1.10,10141,3.8
Dihydroxyacetone,1.1.1.156,51453,86.0
Dihydroxyacetone,1.1.1.72,51453,1.4
Dihydroxyacetone,1.1.1.6,83333,17.2
Dihydroxyacetone,2.7.1.121,83333,4.833333
Dihydroxyacetone,2.7.1.209,218491,1.34
Diisopropyl fluorophosphate,3.1.8.2,6622,326.2
Dimethylallyl diphosphate,2.5.1.27,3486,0.02716667
Dimethylallyl diphosphate,4.2.3.27,3893,0.088
Dimethylallyl diphosphate,2.5.1.10,235357,6.616667
Dimethylallyl diphosphate,2.5.1.34,330879,0.37
Diphospho-myo-inositol pentakisphosphate,3.6.1.52,9606,0.15
Dithioerythritol,1.8.4.12,3702,0.07
Dithionitrobenzoic acid,1.8.1.9,10116,20.6
Dodecanoate,1.14.14.1,224308,26.91667
Dodecanoate,1.14.14.1,279010,27.73333
Dodecanoyl ethanolamide,3.5.1.99,3702,0.26
Dolichyl phosphate,2.4.1.83,559292,70.9
Dopa methyl ester,1.14.18.1,5341,35.5
Dopamine,1.11.1.7,3704,447.0
Dopamine,1.14.18.1,5341,439.0
Dopamine,1.14.18.1,61267,1590.0
Dopamine,1.10.3.2,77133,9.63
Dopamine,1.10.3.1,119864,0.89
Doripenem,3.5.2.6,562,0.04
Duroquinone,1.8.1.9,10116,0.12
Duroquinone,1.11.1.1,226185,1.2
Dynorphin A (1-13),3.4.17.23,9606,16.0
Ecgonine methyl ester,1.1.1.334,289672,5.538
Ecgonone methyl ester,1.1.1.334,289672,0.24
Enol-Phenylpyruvate,5.3.2.6,224308,125.0
Epicillin,3.5.2.6,644,0.6
Epicillin,3.5.2.6,1396,160.0
Epicillin,3.5.2.6,40324,265.0
Epinine,1.11.1.7,3704,451.0
Epitestosterone,1.1.1.209,10090,0.3
Eriodictyol 7-O-beta-D-glucoside,3.2.1.21,9606,1.26
Erythritol,2.7.1.215,359391,230.0
Esfenvalerate,1.14.14.1,9606,1.33
Esfenvalerate,1.14.14.1,10116,3.656667
Estradiol-17alpha,1.1.1.209,10090,0.03333333
Estradiol-17beta,1.1.1.357,9606,0.0016
Estradiol-17beta,1.1.1.51,9606,0.011
Estradiol-17beta,2.8.2.4,9606,0.02
Estradiol-17beta,2.8.2.4,10090,0.0235
Estradiol-17beta,1.1.1.51,10116,0.15
Estradiol-17beta,1.1.1.62,10116,0.4166667
Estrone,1.1.1.209,10090,0.006666667
Estrone,1.1.1.51,10116,0.005
Estrone,1.1.1.62,10116,0.045
Ethacrynic acid,2.5.1.18,9031,0.35
Ethanol,1.1.1.1,7225,2.4
Ethanol,1.1.1.1,8801,0.6
Ethanol,1.1.1.1,9544,1.1
Ethanol,1.1.1.1,9606,6.84
Ethanol,1.1.1.1,9796,7.8
Ethanol,1.1.1.1,10090,41.33333
Ethanol,1.1.1.1,10116,16.66667
Ethanol,1.1.1.1,93934,6.633333
Ethanol,1.1.1.1,191545,9.151667
Ethanol,1.1.1.1,273057,1.883333
Ethanol,1.1.1.1,284590,408.3333
Ethionamide,1.14.13.92,83332,0.027
Ethyl (S)-mandelate,1.1.99.31,303,204.0
Ethyl 2-phenylacetate,3.5.1.11,562,170.0
Ethyl hydroperoxide,1.14.99.1,9940,130.0
Ethyl nitronate,1.13.12.16,367110,57.0
Ethylamine,1.4.9.1,266,24.0
Ethylamine,6.3.2.1,83331,0.025
Ethylamine,6.3.2.1,83332,0.025
Ethylenethiourea,1.14.13.8,9606,0.605
Eugenol,1.10.3.2,5327,427.8
Eugenol,2.1.1.146,39350,0.0031
Eugenol,1.1.3.38,69488,14.0
FAD,1.14.13.7,1426,43.0
FAD,1.3.8.1,9606,40.0
FAD,1.3.8.4,9606,8.9
FAD,1.3.8.7,9606,26.4
FAD,1.3.8.8,9606,11.9
FAD,1.5.1.30,9606,0.088
FAD,1.3.8.6,9823,14.16667
FAD,1.3.8.7,9823,20.0
FAD,1.3.8.1,10116,28.3
FAD,1.3.8.7,10116,31.2
FAD,1.3.8.8,10116,11.7
FAD,1.5.1.37,83333,0.07
FAD,1.6.99.3,262724,7.61
FAD,1.5.1.37,381666,0.05
FAD,1.5.1.37,559292,0.09
FADH2,1.3.5.1,56812,658.0
FADH2,1.3.5.1,318167,658.0
Farnesol,1.1.1.1,3702,0.1
Farnesol,1.1.1.1,9606,3.666667
Fenpropathrin,3.1.1.88,595605,2.61
Fenvalerate,3.1.1.88,595605,0.91
Ferricenium hexafluorophosphate,1.3.8.7,9606,19.2
Ferricenium hexafluorophosphate,1.3.8.7,9823,20.6
Ferricenium hexafluorophosphate,1.3.1.95,28446,3.5
Feruloyl-CoA,1.2.1.44,3702,1.55
Feruloyl-CoA,2.3.1.74,3879,0.01733333
Feruloyl-CoA,2.3.1.159,37565,0.000166667
Fimasartan,1.14.14.1,9606,0.185
Fludarabine,2.7.1.76,44689,3.3
Folate,1.5.1.3,1582,0.06
Folate,1.5.1.33,5689,0.22
Folate,1.5.1.3,9913,0.15
Folate,3.5.4.11,311403,6.4
Formaldehyde,1.1.1.21,9606,0.8833333
Formaldehyde,1.2.1.4,29320,0.38
Formate,2.8.3.18,435,1.9
Formate,6.3.4.3,5664,4.4
Formononetin,1.14.14.88,3880,0.028
Formononetin,1.14.14.90,3880,0.015
"Fructose 1,6-bisphosphate",3.1.3.37,3562,21.0
"Fructose 1,6-bisphosphate",3.1.3.11,3916,8.65
"Fructose 1,6-bisphosphate",3.1.3.96,9606,1.09
"Fructose 1,6-bisphosphate",3.1.3.11,9823,22.0
"Fructose 1,6-bisphosphate",3.1.3.11,83333,1.1
"Fructose 1,6-bisphosphate",3.1.3.11,196627,3.2
"Fructose 1,6-bisphosphate",3.1.3.11,224325,23.8
"Fructose 1,6-bisphosphate",3.1.3.11,243232,8.4
"Fructose 1,6-bisphosphate",3.1.3.11,243274,268.0
Fructose 6-phosphate,2.7.1.11,5702,196.0
Fructose 6-phosphate,2.7.1.105,9606,0.17
Fructose 6-phosphate,3.1.3.96,9606,1.05
Fructose 6-phosphate,2.7.1.90,224326,80.0
Fructose 6-phosphate,2.7.1.90,294381,325.0
Fumarate,2.8.3.18,435,0.89
Fumarate,1.3.5.1,6253,100.0
Fumarate,4.2.1.2,9606,380.0
Fumarate,1.3.5.1,56812,658.0
Fumarate,1.3.5.1,83333,250.0
Fumarate,4.2.1.2,83333,60.0
Fumarate,4.2.1.2,83334,60.0
Fumarate,4.2.1.2,196627,730.0
Fumarate,4.2.1.2,199310,60.0
Fumarate,1.3.98.1,226185,22.0
Fumarate,1.3.98.1,226302,2.7
Fumarate,1.3.5.1,318167,658.0
Fumarate,1.3.5.1,364106,2.0
Fumarate,1.3.1.6,507522,10.0
Fumarate,1.3.98.1,559292,25.0
Fumigaclavine B,2.3.1.205,330879,0.6
Furan,1.14.13.25,426,1.13
Furylpropionyl-CoA,1.3.8.7,9606,13.6
Furylpropionyl-CoA,1.3.8.7,9823,13.2
GDP,2.7.7.69,3702,12.0
GDP,4.1.1.32,6253,9.333333
GDP,3.1.3.2,9606,86.0
GDP,2.7.4.1,83333,0.08833333
GDP,6.2.1.13,186497,411.0
GDP,2.7.2.3,294381,984.0
GDP,4.1.1.49,559292,6.7
GDP-D-glucose,2.7.7.69,3702,23.0
GDP-D-mannose,2.7.7.69,3702,0.093
GDP-D-mannose,5.1.3.18,3702,0.041
GDP-D-mannose,5.1.3.18,39947,0.127
GDP-L-galactose,2.7.7.69,3702,64.0
GDPmannose,2.4.1.83,559292,70.9
GMP,2.7.4.8,3702,3.9
GMP,2.4.2.8,5693,0.091
GMP,3.1.3.5,7227,0.88
GMP,2.4.2.8,9606,10.48
GMP,3.1.3.5,9606,0.07
GMP,3.1.3.2,83333,65.0
GMP,3.1.3.5,83333,11.0
GTP,2.7.1.11,1422,81.86
GTP,2.5.1.17,1598,0.021
GTP,2.7.1.1,4108,0.85
GTP,6.3.4.4,4577,3.1
GTP,4.1.1.32,6253,17.78333
GTP,2.7.7.1,9606,0.34
GTP,3.1.3.2,9606,113.0
GTP,3.6.1.15,9606,0.0076
GTP,3.6.5.4,9606,0.00335
GTP,3.6.1.9,10090,820.0
GTP,3.6.5.1,10116,0.045
GTP,2.7.6.5,83332,24.68
GTP,3.6.1.8,83332,1.425
GTP,3.6.5.4,83332,0.012
GTP,2.3.1.193,83333,0.0633
GTP,2.7.7.4,83333,2.1
GTP,2.7.7.59,83333,0.3133333
GTP,2.7.7.77,83333,0.004833333
GTP,2.7.8.37,83333,27.0
GTP,2.8.1.4,83333,0.095
GTP,6.3.4.4,83333,1.92
GTP,3.5.4.16,85962,43.21667
GTP,3.6.1.3,85962,0.0095
GTP,3.6.5.2,171101,0.003333333
GTP,6.2.1.13,186497,121.0
GTP,2.7.1.113,224308,1.69
GTP,2.7.7.62,243232,4.7
GTP,3.6.1.9,243232,97.65
GTP,3.6.1.8,246196,1.916667
GTP,2.7.2.3,294381,136.0
GTP,2.7.1.2,419947,59.83333
GTP,4.1.1.49,559292,33.0
GalNAc-alpha1-Ser,3.2.1.97,1681,47.6
Galactitol,1.1.1.12,51453,0.0438
Galactomannan,3.2.1.78,1423,61.2
Galactomannan,3.2.1.78,112509,12.9
Gemcitabine,2.7.1.76,1280,0.19
Gemcitabine,2.7.1.74,9606,0.37
Genistein,2.4.1.170,3847,0.76
Genistein 7-O-beta-D-glucoside,3.2.1.21,9606,1.53
Genistein 7-O-beta-D-glucoside,3.2.1.161,298683,500.0
Gentiobiose,3.2.1.21,39947,0.99
Gentiobiose,3.2.1.58,237561,1.2
Geraniol,1.1.1.1,3702,20.0
Geraniol,2.4.1.85,4558,0.1
Geraniol,1.1.1.183,39350,1.0
Geraniol,1.1.1.195,39350,0.3
Geranyl diphosphate,4.2.3.20,2711,0.186
Geranyl diphosphate,4.2.3.107,3332,2.25
Geranyl diphosphate,4.2.3.110,3332,0.96
Geranyl diphosphate,4.2.3.108,3702,0.001
Geranyl diphosphate,4.2.3.16,29719,0.024
Geranyl diphosphate,3.1.7.11,39350,0.8
Geranyl diphosphate,2.1.1.255,100226,0.0092
Geranyl diphosphate,2.5.1.10,235357,3.3
Geranyl diphosphate,2.5.1.10,559292,0.013
Geranylgeranyl diphosphate,4.2.3.17,46220,0.16
Geranylgeranyl diphosphate,2.5.1.41,79929,0.34
Geranylgeranyl diphosphate,2.5.1.41,273075,6.1
Glucose,2.7.1.1,5665,1899.467
Glucose,2.7.1.1,5759,279.0
Glucose,2.7.1.1,5811,3.47
Glucose,1.1.1.21,9606,1.3
Glucose,2.4.1.19,33950,1019.0
Glucose 6-phosphate,1.1.1.49,1245,1125.0
Glucose 6-phosphate,3.1.3.2,4120,1210.0
Glucose 6-phosphate,3.1.3.2,83333,10.0
Glucose 6-phosphate,1.1.1.49,243274,80000.0
Glucosylceramide,3.2.1.21,9606,0.007166667
Glucuronate,1.1.1.21,9606,5.2
Glutamate,6.2.1.n2,176299,0.1
Glutamine,6.3.2.52,3702,0.07333333
Glutamine,2.6.1.7,7159,9.35
Glutaral,1.2.1.4,29320,3.92
Glutaral,1.2.1.26,62977,4.13
Glutaral,1.2.1.39,76114,5.0
Glutarate,2.8.3.18,435,0.27
Glutaryl-CoA,1.3.8.6,9606,12.8
Glutaryl-CoA,3.1.2.20,9606,0.05
Glutaryl-CoA,1.3.8.6,9823,14.16667
Glutaryl-CoA,2.3.1.46,83333,1.6
Glutathione amide disulfide,1.8.1.16,1048,249.6833
Glutathionylspermidine,6.3.1.9,5656,8.7
Glutathionylspermidine,3.5.1.78,5691,5.1
Glutathionylspermidine,6.3.1.9,5691,2.1
Gly-Gly,3.4.11.1,4081,181.0333
Gly-Pro,3.4.13.9,57043,1.4
Gly-Pro-4-Nitroanilide,3.4.14.5,9606,27900.0
Glyceraldehyde,2.7.1.29,546,5.166667
Glyceraldehyde,1.1.1.10,9606,0.52
Glyceraldehyde,1.1.1.2,9606,9.333333
Glyceraldehyde,1.1.1.21,9606,31.71667
Glyceraldehyde,1.1.1.372,9606,3.06
Glyceraldehyde,1.1.1.21,9823,8.9
Glyceraldehyde,1.1.1.21,9913,0.77
Glyceraldehyde,1.1.1.10,10036,22.0
Glyceraldehyde,1.1.1.10,10090,24.0
Glyceraldehyde,1.1.1.10,10116,21.0
Glyceraldehyde,1.1.1.21,10116,1.29
Glyceraldehyde,1.1.1.10,10141,20.0
Glyceraldehyde,1.2.1.4,29320,1.35
Glyceraldehyde,2.7.1.121,83333,0.2083333
Glyceraldehyde 3-phosphate,1.3.1.20,9543,8.0
Glyceraldehyde 3-phosphate,1.1.1.2,9606,21.55
Glyceraldehyde 3-phosphate,1.1.1.21,9606,1.6
Glyceraldehyde 3-phosphate,4.3.3.6,224308,0.000333333
Glycerate,1.1.1.387,208964,5.8
Glycerate,1.1.1.81,476272,61.0
"Glycerate 1,3-bisphosphate",1.2.1.12,1422,65.0
"Glycerate 1,3-bisphosphate",1.2.1.13,3562,61.0
"Glycerate 1,3-bisphosphate",5.4.2.4,9031,0.4
"Glycerate 1,3-bisphosphate",2.7.2.3,9606,6000.0
"Glycerate 1,3-bisphosphate",5.4.2.2,28448,135.0
"Glycerate 1,3-bisphosphate",1.2.1.12,83333,0.074
Glycerate 3-phosphate,5.4.2.11,9031,1333.0
Glycerate 3-phosphate,1.1.1.95,9606,0.075
Glycerate 3-phosphate,2.7.2.3,9606,0.03
Glycerate 3-phosphate,5.4.2.2,28448,135.0
Glycerate 3-phosphate,2.7.2.3,76981,540.0
Glycerate 3-phosphate,1.1.1.95,83333,0.55
Glycerate 3-phosphate,2.7.2.3,264203,450.0
Glycerate 3-phosphate,2.7.2.3,559292,606.7
Glycerate 3-phosphate,5.4.2.11,559292,490.0
Glycerol,1.1.1.2,9823,0.6116667
Glycerol,1.1.1.156,51453,56.0
Glycerol,1.1.1.6,83333,22.4
Glycerol,2.4.1.359,225937,39.0
Glycerone phosphate,5.3.1.1,5702,300.0
Glycerone phosphate,5.3.1.1,9031,4266.667
Glycerone phosphate,1.3.1.20,9543,4.3
Glycerone phosphate,1.1.1.2,9606,5.583333
Glycerone phosphate,1.1.1.21,9606,1.15
Glycerone phosphate,4.1.2.13,9606,1.7
Glycerone phosphate,1.1.1.8,9986,1000.0
Glycerone phosphate,4.1.2.13,9986,10.28333
Glycerone phosphate,5.3.1.1,9986,866.6667
Glycerone phosphate,4.1.2.13,83333,2.833333
Glycerone phosphate,4.2.3.3,83333,600.0
Glycerone phosphate,4.1.2.13,185431,12.26667
Glycerone phosphate,1.1.1.261,224308,0.2216667
Glycerone phosphate,1.1.1.261,272557,4.998333
Glycerone phosphate,4.1.2.13,294381,87.0
Glycerone phosphate,5.3.1.1,294381,293.0
Glycerone phosphate,5.3.1.1,559292,816.6667
Glycerone phosphate,4.1.2.13,796606,12.6
Glycine,1.4.3.2,8665,0.012
Glycine,2.1.4.1,9606,0.34
Glycine,6.1.1.14,9606,0.31
Glycine,6.3.2.1,83331,0.05
Glycine,6.3.2.1,83332,0.05
Glycine,6.3.2.8,83333,11.68
Glycine,6.2.1.1,99287,259.4
Glycine,6.2.1.n2,176299,2.1
Glycine,1.4.3.19,224308,4.03
Glycine,6.2.1.n2,224911,1.5
Glycine,6.3.2.3,272843,36.3
Glycine-p-nitroanilide,3.4.11.19,554928,1290.0
Glycol,1.1.1.1,9606,1.416667
Glycol,1.1.1.14,9940,0.25
Glycolaldehyde,1.1.1.21,9606,1.766667
Glycolaldehyde,1.1.1.6,83333,31.7
Glycolaldehyde,4.1.3.39,266265,0.4
Glycolate,1.1.3.15,9606,15.6
Glycolate,6.3.2.1,83331,0.04
Glycolate,6.3.2.1,83332,0.04
Glycylpeptide,2.3.1.97,5664,24.0
Glycylpeptide,2.3.1.97,185431,76.8
Glyoxal,1.1.1.21,9606,2.566667
Glyoxal,1.1.1.156,51453,9.2
Glyoxal,1.1.1.72,51453,14.0
Glyoxylate,1.1.1.28,1587,351.0
Glyoxylate,1.1.1.79,3702,22.5
Glyoxylate,2.6.1.45,3702,6.4
Glyoxylate,1.1.1.21,9606,1.183333
Glyoxylate,1.1.3.15,9606,0.83
Glyoxylate,2.6.1.39,9606,3.44
Glyoxylate,2.6.1.7,9606,9.755
Glyoxylate,1.1.1.79,83333,70.6
Glyoxylate,4.1.3.24,272943,12.0
Glyoxylate,1.1.1.28,390333,864.0
Guaiacol,1.10.3.2,274,3.75
Guaiacol,1.10.3.2,382,2.51
Guaiacol,1.10.3.2,1408,40.0
Guaiacol,1.10.3.2,1409,29.0
Guaiacol,1.10.3.2,1904,0.0279
Guaiacol,1.10.3.1,1914,1.6
Guaiacol,1.10.3.2,1938,0.2
Guaiacol,1.11.1.7,3704,400.0
Guaiacol,1.10.3.2,5322,2.5
Guaiacol,1.10.3.2,5327,423.5
Guaiacol,1.14.99.1,9940,130.0
Guaiacol,1.10.3.2,77133,10.81
Guaiacol,1.10.3.2,181243,2.39
Guaiacol,1.10.3.2,191221,1261.333
Guaiacol,1.10.3.2,575584,37.5
Guaiacol,1.10.3.2,762633,6.1
Guaiacol,1.10.3.2,1265493,0.85
Guaiacol,1.10.3.2,1813182,38.81
Guaiacol,1.10.3.2,1869214,7.39
Guaiacol,1.10.3.2,2690350,0.85
Guanidinoacetate,2.1.1.2,10116,0.081
Guanine,2.4.2.8,5693,32.55
Guanine,3.5.4.3,9606,17.4
Guanine,2.4.2.22,83333,112.0
Guanine,2.4.2.8,273068,3.98
Guanosine,3.2.2.1,5699,3.52
"Guanosine 3',5'-bis(diphosphate)",3.1.7.2,83332,2.98
Guanosine 3'-diphosphate 5'-triphosphate,3.1.7.2,83332,2.91
H2O2,1.11.1.7,3704,400.0
H2O2,1.11.1.11,3888,159.0
H2O2,1.11.1.7,3991,10200.0
H2O2,1.11.1.16,5323,257.0
H2O2,1.11.1.15,6192,15.8
H2O2,1.11.1.7,9606,20.58333
H2O2,1.11.1.7,9913,19.0
H2O2,1.14.99.1,9940,17.0
H2O2,1.11.1.20,10090,0.1016667
H2O2,1.11.1.10,38902,200.0
H2O2,1.11.2.1,71721,471.0
H2O2,1.11.1.21,83333,16333.33
H2O2,1.11.1.6,208964,71000.0
H2O2,1.11.1.1,226185,37.0
H2O2,1.11.1.6,272560,8400.0
H2O2,1.11.1.7,272560,10.1
H2O2,1.11.1.6,293387,1650.0
H2O2,1.11.1.7,293387,8.1
H2O2,1.11.1.16,385957,24.0
H2O2,1.11.1.19,385957,34.0
H2O2,1.11.1.7,385957,68.0
H2O2,1.11.1.5,559292,1463.0
H2O2,1.11.1.9,559292,52.9
H2O2,1.11.1.6,1111708,3500.0
H2O2,1.11.2.1,1973307,367.0
H2O2,1.11.1.13,2822231,256.0
HRE-664,3.5.2.6,644,10.0
HRE-664,3.5.2.6,1396,10.0
HRE-664,3.5.2.6,40324,1.5
Heptan-2-ol,1.1.1.1,7225,8.0
Heptanoyl-CoA,2.3.1.74,3879,0.0505
Heptanoyl-CoA,1.3.8.1,9913,0.25
Heptanoyl-CoA,2.3.1.159,37565,0.01766667
Hercynine,1.14.99.51,367110,2.266667
Hexadecanoyl-[acp],2.3.1.41,83331,0.08833333
Hexadecanoyl-[acp],2.3.1.41,83332,0.08833333
Hexanal,1.2.1.5,10090,0.3
Hexanal,1.2.1.3,224308,1.47
Hexanoate,6.2.1.3,3702,2.79
Hexanoyl-CoA,2.3.1.206,3483,0.05766667
Hexanoyl-CoA,2.3.1.74,3879,0.042
Hexanoyl-CoA,1.3.8.1,9606,16.5
Hexanoyl-CoA,1.3.8.4,9606,2.1
Hexanoyl-CoA,1.3.8.6,9606,18.5
Hexanoyl-CoA,1.3.8.7,9606,26.4
Hexanoyl-CoA,3.1.2.20,9606,0.022
Hexanoyl-CoA,1.3.8.7,9823,19.6
Hexanoyl-CoA,1.3.8.1,9913,1.35
Hexanoyl-CoA,1.3.8.1,10116,8.5
Hexanoyl-CoA,1.3.8.7,10116,31.2
Hexanoyl-CoA,2.3.1.159,37565,0.0265
Hexanoyl-CoA,3.1.2.23,272558,0.13
Histamine,2.1.1.8,9606,0.00821
Histidine,2.6.1.7,7159,2.8
Homocitrate,4.2.1.36,243232,0.37
Homoisocitrate,1.1.1.42,274,5.0
Homoisocitrate,1.1.1.87,262724,171.0
Homoisocitrate,4.2.1.36,262724,4.6
Hyaluronate,4.2.2.1,301447,7.2
Hydrocaffeic acid,1.5.99.12,4577,0.2
Hydrocinnamaldehyde,1.2.1.3,9606,12.33333
Hydrogencarbonate,6.4.1.2,9031,36.8
Hydrogencarbonate,6.4.1.2,9606,11.8
Hydrogencarbonate,6.4.1.2,10116,11.6
Hydrogencarbonate,6.3.4.14,83333,1.23
Hydrogencarbonate,6.3.4.18,83333,26.4
Hydrogencarbonate,6.3.5.5,83333,5.6
Hydrogencarbonate,6.4.1.1,559292,59.5
Hydroquinone,1.10.3.1,1914,5.3
Hydroquinone,1.6.5.2,4911,26.66667
Hydroquinone,1.10.3.2,5327,455.4
Hydroxyacetone,1.14.13.84,294,4.1
Hydroxyacetone,1.1.1.2,9606,1.516667
Hydroxyacetone,1.1.1.21,9606,1.216667
Hydroxyatrazine,3.5.4.43,47660,3.2
Hydroxyethyl disulfide,1.8.4.2,9606,293.0
Hydroxyethyl disulfide,1.8.1.9,10090,1.2
Hydroxylamine,1.7.2.2,83333,2380.0
Hydroxylamine,1.7.2.2,211586,2380.0
Hydroxymethylbilane,4.2.1.75,83333,500.0
Hydroxyphenylpyruvate,2.6.1.7,9606,0.3933333
Hypoxanthine,2.4.2.8,5693,23.05
Hypoxanthine,2.4.2.1,9606,110.0
Hypoxanthine,2.4.2.8,9606,5.7
Hypoxanthine,2.4.2.22,83333,54.8
Hypoxanthine,2.4.2.29,83333,0.00297
Hypoxanthine,2.4.2.8,273068,7.97
IDP,4.1.1.32,6253,6.883333
IDP,4.1.1.32,9031,4.333333
IDP,4.1.1.49,559292,4.9
IMP,1.1.1.205,1314,24.0
IMP,6.3.4.4,4577,3.1
IMP,1.1.1.205,5661,0.7
IMP,2.4.2.8,5693,0.48
IMP,1.1.1.205,5807,3.3
IMP,1.1.1.205,5811,0.98
IMP,1.1.1.205,9606,1.5
IMP,1.1.1.205,56690,3.8
IMP,1.1.1.205,83333,13.0
IMP,6.3.4.4,83333,1.92
IMP,1.1.1.205,224326,2.6
IMP,1.1.1.205,237561,6.0
IMP,1.1.1.205,559292,0.4040748
ITP,2.5.1.17,1598,0.019
ITP,4.1.1.32,6253,15.63333
ITP,2.7.7.1,9606,0.72
ITP,3.6.1.9,9606,580.0
ITP,3.6.1.9,243232,911.72
ITP,4.1.1.49,559292,17.0
Imidazole,2.1.1.49,9986,0.1666667
Imidodiphosphate,2.4.2.10,99287,35.0
Imipenem,3.5.2.6,287,68.0
Imipenem,3.5.2.6,303,214.0
